,BinaryAccuracy,BinaryF1Score,BinaryRecall,BinaryPrecision
0,0.6969549059867859,0.71189284324646,0.7493460774421692,0.6780052185058594
1,0.7003400921821594,0.7138131260871887,0.747959554195404,0.6826483607292175
2,0.6994740962982178,0.7101222276687622,0.7367409467697144,0.6853600144386292
3,0.6994583606719971,0.7119053602218628,0.7432010769844055,0.6831387877464294
4,0.6990175247192383,0.7105302810668945,0.7393249869346619,0.6838944554328918
